dbid,title,age,text,lemmatized
2149, nadalenc,11,Una cosa relacionada amb el nadal (época de l'any. Hivern) (festa tradicional en alguns paisos).,un cosa relacionat amb el nadal ( època de el any . hivern ) ( festa tradicional en algun país ) .
2150, tornar,11,Tornar una cosa. Quan algú et deixa una cosa tu li has de tornar,tornar un cosa . quan algú tu deixar un cosa tu ell haver de tornar .
1915, mestre,8,Es una persona qui va a una escola i fa que els nens i nenes aprenguin ansenyan-los,ser un persona qui anar a un escola i fer que el nen i nena aprendre ensenyar ell .
1723, fugir,7,anarsen corren,anar ell en córrer .
1724, pesat,7,es un esar que et molestan,ser un ésser que tu molestar .
1725, volcà,7,es una montanya am laba,ser un muntanya amb lava .
1053, bacteri,10,Animal diminut que viuen en el nostre cos.,animal diminut que viure en el_nostre cos .
1055, tornar,10,Anar una altra vegada on estavas.,anar un altre vegada on estar .
1048, consultar,10,Una cunsulta es una saleta del metge que es on esperen els senyors o senyores a esperar al metge fins que els cridi una vegada es agun cridat entren al metge.,un consulta ser un saleta del metge que ser on esperar el senyor o senyora a esperar al metge fins que ell cridar un vegada ser algun cridar entrar al metge .
1049, metàl·lic,10,Un metalic es una metal que hi ha alguns que es poden pegar,un metàl·lic ser un metall que hi haver algun que es poder pegar .
1050, vacuna,10,"Una vacuna es una mena d'ingecció que et posan cuan estas malalt, cuan creiges de les edats i tambe per veuret les alergies. La vacuna porta un licid especial per cada cas.","un vacuna ser un mena de injecció que tu posar quan estar malalt , quan créixer de el edat i també per veure tu el al·lèrgia . el vacuna portar un líquid especial per cada cas ."
2028, consultar,11,"Mirar un llibre, enciclopedia o fer una pregunta algú.","mirar un llibre , enciclopèdia o fer un pregunta algú ."
2029, metàl·lic,11,objecte o material fet de metall.,objecte o material fer de metall .
2030, vacuna,11,Es un ingecció que s'hingecta dins la vena.,ser un injecció que es injectar dins el vena .
1208, llegir,12,"llegir un llibre, es un verb...","llegir un llibre , ser un verb ..."
1209, mapa,12,"es on tindica de les coses...
i es pla (un paper...)",ser on tu indicar de el cosa ... i ser pla ( un paper ... ) .
1210, minúscul,12,"es petip, molt petit, quan diuen una cosa que es minuscula, voldir que es molt petita. Per això a la lletra minuscula li diuen aixi per que la lletra malluscula es gran.","ser petit , molt petit , quan dir un cosa que ser minúscul , voler dir que ser molt petit . per això a el lletra minúscula ell dir així perquè el lletra majúscul ser gran ."
1593, atrevir-se,7,es un noi balen,ser un noi valent .
1594, cervell,7,es par pansa,ser per pensar .
1595, impressionant,7,es una cosa mes alta,ser un cosa més alt .
1983, microbi,10,Es una patita cosa que es fica entre la pell i pica molt,ser un petit cosa que ell ficar entre el pell i picar molt .
1984, traduir,10,Per exempla si tens un amic que es castella i l'altra es Italia un els i va pallamt entre el mig.,per_exemple si tenir un amic que ser castellà i el altre ser italià un ell hi anar parlar entremig .
1985, vergonyós,10,Es una persona que li tramola tot i que quant pparla s'ancalla,ser un persona que ell tremolar tot i que quan parlar es encallar .
1203, cor,11,Organ intern que vombetja la sang del nostre cos i forma partde l'aparell circulatori i,òrgan intern que bombejar el sang del nostre cos i formar_part de el aparell circulatori i .
1204, espantar-se,11,Quan una persona te un sentiment fort contra una cosa i te molta por,quan un persona tenir un sentiment fort contra un cosa i tenir molt por .
1205, infantil,11,Pels 0 any fins als 12 anys,pel 0 any fins_al 12 any .
1818, imaginar,8,Com somiar,com somiar .
1819, innocent,8,Maleducat. Culpable,mal educat . culpable .
1820, turó,8,A dalt de una montanya,a dalt de un muntanya .
1078, atrevir-se,10,que es fica a situacions dificils o no.,que ell ficar a situació difícil o no .
1079, cervell,10,part del cos important que fe moure tot el cos.,part del cos important que fer moure tot el cos .
1080, impressionant,10,una cosa que casi mai es veu i es molt fascinant.,un cosa que casi mai es veure i ser molt fascinant .
5370, bacteri,13,Cèl·lula maligna per les defenses del nostre cos.,cèl·lula maligne per el defensa del nostre cos
5371, nadalenc,13,Que té a veure amb el Nadal,que tenir_a_veure amb el nadal .
5372, tornar,13,"anar-tornar
Tornar és d'anar a un lloc que has anat per arribar al lloc d'on has sortit.",anar tornar tornar ser de anar a un lloc que haver anar per arribar al lloc de on haver sortir .
405, comptar,11,Ver o que servei per dir quants diners tens,ver o que servir per dir quant diner tenir .
406, estrany,11,Alguna cosa que * i et poses a perseguir fins que trobes algú.,algun cosa que * i tu posar a perseguir fins que trobar algú .
407, pau,11,És una un sentiment o desitj que té algú quan vol tranquilitat i vol estar sol.,ser un un sentiment o desig que tenir algú quan voler tranquil·litat i voler estar sol .
9842, complicat,14,que es molt dificil que no hu pots fer.,que ser molt difícil que no ho poder fer .
9843, estimar,14,querer que te agradi,querer que tú agradar .
9844, microscopi,14,es on podem mirar per exemple les estrelles,ser on poder mirar per_exemple el estrella .
5736, complicat,12,"Una cosa difícil, que no pots fer o et costa molt de fer.","un cosa difícil , que no poder fer o tu costar molt de fer ."
5737, espia,12,"Persona que observa a la gent sense ser descobert per ningú, i sobretot molt silenciós.","persona que observar a el gent sense ser descobrir per ningú , i sobretot molt silenciós ."
5738, estudiar,12,Llegir-te un document fins apréndre-te'l i saber-lo dir de memòria o amb les teves paraules.,llegir tu un document fins aprendre tu ell i saber ell dir de memòria o amb el teu paraula .
5950, àrab,14,procedent del marroc,procedent del marroc .
5952, llunyà,14,"persona, cosa que està lluny.","persona , cosa que estar lluny ."
5170, imaginar,11,es una sensació de fer pensaments com: jo m'imaginava que vindria.,ser un sensació de fer pensament com : jo jo imaginar que venir .
5171, innocent,11,una persona que es innocent: jo no he fet res sóc innocent! (no sóc culpable) també se li diu a un nen quan no sap que diu: que innocent que ets!,un persona que ser innocent : jo no haver fer res ser innocent ! ( no ser culpable ) també es ell dir a un nen quan no saber que dir : que innocent que ser !
5172, turó,11,"zona que te diferents països, en tota l terra hi ha cinc continents","zona que tenir diferent país , en tot el terra hi haver cinc continent ."
5160, continent,11,"zona que consta de varios països. En tot el planeta terra, hi ha cinc continents.","zona que constar de divers país . en tot el planeta terra , hi haver cinc continent ."
5161, culpable,11,"és la persona que ha fet alguna cosa que està malament, és culpable de la causa.","ser el persona que haver fer algun cosa que estar malament , ser culpable de el causa ."
5162, inventar,11,"És el que fa una persona, quan crea alguna cosa que no s'ha vist mai.","ser el que fer un persona , quan crear algun cosa que no ell haver veure mai ."
5120, bo,11,cosa favorable. Menjar no dolent. Persona que ajuda etc.,cosa favorable . menjar no dolent . persona que ajuda etcètera
5121, convèncer,11,Aconseguir que algúu faci el que li proposes.,aconseguir que algú fer el que ell proposar .
5122, mestre,11,"Persona, que ensenya a altres persones, la seva profecionalitat i a saber moure's per la vida etc.","persona , que ensenyar a altre persona , el_seu professionalitat i a saber moure ell per el vida etcètera"
7995, bo,16,"és per exeple un aliment,si aquell aliment està bo to ho dius.","ser per_exemple un aliment , si aquell aliment estar bo tu ho dir ."
7996, convèncer,16,"és cuan una persona que vol que facis alguna cosa i tu no vols
et diu coses bones si o fas,fins que tu o fas.","ser quan un persona que voler que fer algun cosa i tu no voler tu dir cosa bo si ho fer , fins que tu ho fer ."
7997, mestre,16,és una persona que t'ensenya coses.,ser un persona que tu ensenyar cosa .
7739, atrevir-se,12,Que prova les coses noves i que no te por de *** res,que provar el cosa nou i que no tenir por de res .
7740, cervell,12,Òrgan que tenim al cap que dona ordres a totes les parts del cos. També serveix per pensar.,òrgan que tenir al cap que donar ordre a tot el part del cos . també servir per pensar .
7741, impressionant,12,"Que es fascinant, especial, espectacular, molt destacat.","que ser fascinant , especial , espectacular , molt destacar ."
7154, bacteri,12,"es un virus que causa malalties
greus.",ser un virus que causar malaltia greu .
7155, nadalenc,12,Relatiu del Nadal,relatiu del nadal .
7156, tornar,12,"vol dir retornar a un lloc
que ja as estat.",voler dir retornar a un lloc que ja haver estar .
9972, complicat,15,cosa no tan sencilla de fer.,cosa no tan senzill de fer .
9973, estimar,15,"Sentiment que se li dona a una altre persona amb
molt d'amor",sentiment que es ell donar a un altre persona amb molt de amor
9974, microscopi,15,"seveix per poder veure les coses mes petites de lo
normal",servir per poder veure el cosa més petit de el normal .
9005, enganyar,9,que al guiente dise algo i despues dise que no es verdad,que alguien tú decir algo i después decir que no ser verdad .
9006, espatllat,9,que no te requerdas de cosas,que no te recordar de cosa .
9007, microscopi,9,axo es al que es el utilitzan els sientifics,això ser el que ser el utilitzar el científic .
2243, enyorar,11,Bol dir que trobes a faltar alguna cosa.,voler dir que trobar a faltar algun cosa .
2244, il·legal,11,És una cosa que està proibit fer.,ser un cosa que estar prohibit fer .
2245, península,11,És un lloc on esta tot rodejat d'aigua menys en una part com per exemple la peninsula iberica.,ser un lloc on estar tot rodejar de aigua menys en_una_part com per_exemple el península_ibèrica .
2248, continent,11,"Un continent és una terra on hi viu gent. Pot ser una illa o, pot estar unit a un altre. Un continent és molt gran en relació a un país, i hi conviuen un munt de paisos que formen tots junts un continent.
Continent: Terra molt gran on hi conviuen un munt de persones.","un continent ser un terra on hi viure gent . poder ser un illa o , poder estar unir a un altre . un continent ser molt gran en relació a un país , i hi conviure un munt de país que formar tot junt un continent . continent : terra molt gran on hi conviure un munt de persona ."
2249, culpable,11,"Una persona culpable, és una persona que ha fet una cosa que acostuma ser dolenta beguades en comptes de sentir-se mallament el el culpen/acusen d'haver fet algo dolent.
Culpable: Persona que se sent malament per haver fet alguna cosa que acostuma a ser dolenta.","un persona culpable , ser un persona que haver fer un cosa que acostumar ser dolent vegada en_comptes_de sentir ell malament el ell culpar / acusar de haver fer algo dolent . culpable : persona que es sentir malament per haver fer algun cosa que acostumar a ser dolent ."
2250, inventar,11,"Per inventar cal tenir imaginació. Un senyor/a que inventa, és una persona que té grans idees i sap fer noves ""coses"", objectes, màquines, estris, etc... inventar és doncs fer objectes/coses nous.
Inventar: un senyor/a que té moltes idees sobre com fer coses noves.","per inventar caler tenir imaginació . un senyor que inventar , ser un persona que tenir gran idea i saber fer nou ' cosa ' , objecte , màquina , estri , etcètera . . inventar ser doncs fer objecte / cosa nou . inventar : un senyor que tenir molt idea sobre com fer cosa nou ."
4424, familiar,8,es o la mama a o el papa,ser o el mama a o el papa .
4425, illa,8,es una montanya,ser un muntanya .
4426, transformar,8,es uan cosa que llagoda a purta,ser un cosa que llegar a puerta .
1528, construir,7,es construi casas,ser construir casa .
1529, fastigós,7,es per echempla es la mel,ser per_exemple ser el mel .
1530, telescopi,7,el telescopi sirbex per mira lasastrellas,el telescopi servir per mirar el estrella .
2423, arribar,6,que arribas a un lloc,que arribar a un lloc .
2424, avorrit,6,que no saps que no saps que fe.,que no saber que no saber què fer .
4669, arribar,9,Verb (arribar a la carnisseria),verb ( arribar a el carnisseria ) .
4670, avorrit,9,"caracter (-Mama, estic aborrit!)","caràcter ( - mama , estar avorrit ! ) ."
4671, polític,9,Persona que es dedica a la politica,persona que ell dedicar a el política .
11966, comptar,8,Si tu lideixas algualguna cosa i li Dius ma la tornas Dama i al Dia saguen no tal torna li dius no comptare mai mes amb tu i ja esta.,si tu ell deixar algú algun cosa i ell dir jo ell tornar demà i al dia següent no tu ell tornar ell dir no comptar mai més amb tu i ja estar .
11967, estrany,8,Estrany vol dir una cosa que no ambist mai.,estrany voler dir un cosa que no haver veure mai .
11968, pau,8,Pau es trancilitat.,pau ser tranquil·litat .
10337, comptar,14,di els numeros,dir el número .
10338, estrany,14,un noi que es bingut nou.,un noi que ser venir nou .
10339, pau,14,contrari de barallar-se.,contrari de barallar ell .
10362, fugir,13,sorit corrent,sortir córrer .
10363, pesat,13,contrari de geuguer,contrari de lleuger .
10364, vacuna,13,muntanya que cuan esta en erupsio explota i surt lava,muntanya que quan estar en erupció explotar i sortir lava .
11140, microbi,9,ens una cosa microscopica,ser un cosa microscòpic .
11141, traduir,9,ecsenpel es traduir i idiome,exemple ser traduir i idioma .
11142, vergonyós,9,tenir molta bergosnye,tenir molt vergonya .
10342, continent,15,Un tros de terra molt gran.,un tros de terra molt gran .
10343, culpable,15,una persona que a fet algu i es cupable.,un persona que haver fer algo i ser culpable .
10344, inventar,15,alguna persona que dice algo que abans no existia.,algun persona que dir algo que abans no existir .
11778, cor,11,element del cos.,element del cos .
11779, espantar-se,11,alguna persona et dona un susto i tespantes.,algun persona tu donar un susto i tu espantar .
11780, infantil,11,nen petit.,nen petit .
9186, microbi,9,Es petit i es com un moscit,ser petit i ser com un mosquit .
9188, vergonyós,9,que te vergonya da algu,que tenir vergonya de algo .
6685, complicat,11,Es una cosa molt dificil de fer pero si tesforses ho pots fer.,ser un cosa molt difícil de fer però si tu esforçar ho poder fer .
6686, estimar,11,es una persona que li agrada a un altre o que li agrada estar amb ell/a,ser un persona que ell agradar a un altre o que ell agradar estar amb ell .
6687, microscopi,11,Es una cosa ten petita ue la tens que veure amb un microscopi,ser un cosa tan petit que ell tenir que veure amb un microscopi .
2518, canviar,7,elado,helado .
2519, divertit,7,xistes,acudit .
2520, helicòpter,7,TRAMBIA,tramvia .
2633, bo,6,Pedir Perdo,pedir perdó .
2634, convèncer,6,ala mara,a el mare .
2635, mestre,6,Joan,joan .
9301, familiar,10,cariñosos unidos Respetuosos,cariñoso unido respetuoso .
9302, illa,10,"Una illa es un set*a Pero terrorifica con mostres
como ligres leon lleopart Pantera i mols animales",un illa ser un però terrorífic con monstre como tigre león lleopard pantera i molt animal .
9303, transformar,10,"Songoku i vegeta icieron rev**lucion vegeta
se fusionaron",son_goku y vegeta hacer revolución vegeta él fusionar .
4395, badar,7,es estar distrait o no escoltar,ser estar distret o no escoltar .
4396, llunyà,7,es estar molt lluny,ser estar molt lluny .
4369, cor,8,el cor es una cossa que tenim al qor,el cor ser un cosa que tenir al cor .
4370, espantar-se,8,es om si et fan un sustu,ser com si tu fer un sustu .
4371, infantil,8,se nen petit,ser nen petit .
4464, comptar,8,es per sabér sumar o restar...,ser per saber sumar o restar ...
4465, estrany,8,Estrany es una sensacio o que es una cosa mol rara.,estrany ser un sensació o que ser un cosa molt rar .
4466, pau,8,La Pau es una cosa que fa amistats. No es beu pero es fa. Es una cosa molt bunica.,el pau ser un cosa que fer amistat . no es beure però es fer . ser un cosa molt bonic .
4614, llegir,9,dir las coses que estan escrites,dir el cosa que estar escrit .
4615, mapa,9,es un paper que t'explica els carres de la ciutat,ser un paper que tu explicar el carrer de el ciutat .
4616, minúscul,9,una cosa molt petita,un cosa molt petit .
4822, bacteri,9,cosa que tentra dintra el cos i proboca uan malaltia,cosa que tu entrar dintre el cos i provocar un malaltia .
4823, nadalenc,9,cuan arriba el nadal el para noel i els reis macs,quan arribar el nadal ell pare_noel i el rei_mag .
4824, tornar,9,quan tenbas a un lloc molt lluny i tornas,quan tu en anar a un lloc molt lluny i tornar .
1538, enyorar,7,es una persona que estima a una altre persona que fa molt tems que no es veuen i sestimen molt,ser un persona que estimar a un altre persona que fer molt temps que no ell veure i es estimar molt .
1539, il·legal,7,?,
1540, península,7,?,
1523, arribar,7,quan una parsona ariba,quan un persona arribar .
1524, avorrit,7,quan una parsnoa ceno sap ce fer,quan un persona que no saber que fer .
1525, polític,7,un sayo ce fa pulitica,un senyor que fer política .
1173, bacteri,12,"Microvi Virus, es una cosa que va malament pel cos.","microbi virus , ser un cosa que anar malament pel cos ."
1174, nadalenc,12,"Ve de nadal, una persona nadalenca es una persona que celebra el nadal.","venir de nadal , un persona nadalenc ser un persona que celebrar el nadal ."
1175, tornar,12,"Un cosa que li has donat a un altre, quan te la dona, això es tornar","un cosa que ell haver donar a un altre , quan tu ell donar , això ser tornar ."
1598, familiar,6,coxa,.
1599, illa,6,ajuda,ajuda .
1600, transformar,6,guapo,guapo .
11873, estimar,11,abrasar a una persona i feliun pato,abraçar a un persona i fer ell un petó .
11874, gent gran,11,un home o ona que te mes de 18 anys,un home o dona que tenir més de 18 any .
11875, ximple,11,que no sap que li diuen,que no saber que ell dir .
9685, estimar,12,Es una persona que té l'afecte a altre.,ser un persona que tenir el afecte a altre .
9686, microscopi,12,Es un objecte on es veu les coses petites,ser un objecte on es veure el cosa petit .
5605, fugir,6,fullir es que coreu mol perque i a algun i tu no vol.,fugir ser que córrer molt perquè hi haver algun i tu no voler .
5606, pesat,6,ec un nen o nena que parla multicim i que et parugir.,ser un nen o nena que parlar molt i que tu parugir .
5607, volcà,6,un vulca es una cosa que fa foc i fa pedras bulcanicas.,un volcà ser un cosa que fer foc i fer pedra volcànic .
10222, complicat,15,Cosa dificil de fer.,cosa difícil de fer .
10224, microscopi,15,Objecte per observar coses petites.,objecte per observar cosa petit .
11608, construir,11,Montar alguna cosa.,muntar algun cosa .
11609, fastigós,11,"Quan una cosa no tagra, per exemple: el menjar.","quan un cosa no tu agradar , per_exemple : el menjar ."
11610, telescopi,11,un aparell amb un ull per veure des de lluny.,un aparell amb un ull per veure des_de lluny .
6795, complicat,12,Alguna cosa que es dificil de fer.,algun cosa que ser difícil de fer .
6796, estimar,12,Sentiment de estimar algú vol dir que vols a una persona,sentiment de estimar algú voler dir que voler a un persona .
6797, microscopi,12,Alguna cosa petita que l'ull humà no pot veure.,algun cosa petit que el ull humà no poder veure .
3201, microbi,14,Lo que fa que ens posem malalts i son molt petits,el que fer que jo posar malalt i ser molt petit .
3202, traduir,14,quen per exemple una paraula en ingles la tradueixes al castellá.,quan per_exemple un paraula en ingles ell traduir al castellà .
3203, vergonyós,14,Quan algú fa alguna cosa i li fa vergonya es posa roig,quan algú fer algun cosa i ell fer vergonya es posar roig .
9665, estimar,13,Persona que tagrada com es i que es bona persona,persona que tu agradar com ser i que ser bo persona .
9666, microscopi,13,"Serveix per veure les coses molt petites en
gran.",servir per veure el cosa molt petit en gran .
4729, àrab,10,senyor negre,senyor negre .
4730, badar,10,no fer res,no fer res .
4731, llunyà,10,esta molt lluny,estar molt lluny .
4594, cor,9,"una part del cos que es molt important qu filtra la sang i fa ""bum bum""",un part del cos que ser molt important que filtrar el sang i fer ' bum bum ' .
4595, espantar-se,9,quan veus una cosa que t'impressiona,quan veure un cosa que tu impressionar .
4596, infantil,9,quan fas una cosa de nens petits,quan fer un cosa de nen petit .
5525, continent,16,"Unitat de paisos. Hi ha cinc continents; Europa, Asia, Africa, America i Oceania.","unitat de país . hi haver cinc continent ; europa , àsia , àfrica , amèrica i oceania ."
5526, culpable,16,Ser responsabla de la consequència que a sorgit a partir d'una causa que tu has desenvolupat.,ser responsable de el conseqüència que a sorgir a_partir_de un causa que tu haver desenvolupar .
5527, inventar,16,Crea a partir de la imaginació propia cualsevol cosa creaple.,crear a_partir_de el imaginació pròpia qualsevol cosa creable .
983, bacteri,10,Com microbi són uns birus que et pot fer mal,com microbi ser un virus que tu poder fer mal .
984, nadalenc,10,persona o cosa nadalenca. Que li agrada molt el nadal o un àngel es molt nadalenc.,persona o cosa nadalenc . que ell agradar molt el nadal o un àngel ser molt nadalenc .
985, tornar,10,"Tornar alguna cosa, exemple: tornem el móbil.","tornar algun cosa , exemple : tornar el mòbil ."
1963, llegir,9,Quan tenteres d'alguna cosa.,quan tu enterar de algun cosa .
1964, mapa,9,Qu mires on estan els paisos.,que mirar on estar el país .
6700, complicat,11,"una cosa compliada, lo contrari de facil","un cosa complicat , el contrari de fàcil ."
6701, estimar,11,El amor i apreci que tens per una persona i notes que l'estimes,el amor i apreci que tenir per un persona i notar que ell estimar .
6702, microscopi,11,objecte que serveix per mirar partiqules mes petites,objecte que servir per mirar partícula més petit .
5025, consultar,10,"Quan no saps uan cosa la consultas al pare, la mare, el diccionari etc... bol dir que li ""preguntes"" d'alguna manera a algú o alguna cosa el que no entens i bols saber","quan no saber un cosa el consultar al pare , el mare , el diccionari etcètera . . voler dir que ell ' preguntar ' de algun manera a algú o algun cosa el que no entendre i voler saber ."
5026, metàl·lic,10,és un tipus de ferro,ser un tipus de ferro .
5027, vacuna,10,"hi ha diferents coses que cuan les toques, et punxas etc... et fan tenir uan enfermetat. Perque no et pasi així, et posen una xeringa al cos perque la ferida no set infecte.","hi haver diferent cosa que quan el tocar , tu punxar etcètera . . tu fer tenir un enfermetat . perquè no tu passar així , tu posar un xeringa al cos perquè el ferida no es tu infectar ."
1733, enganyar,9,Cosa que diuen les persones per no dir la beritat de les coses,cosa que dir el persona per no dir el veritat de el cosa .
1734, espatllat,9,Quan una cosa que funcionava ja no funciòna sen diu que esta esparllada que vol si que ja no funciona.,quan un cosa que funcionar ja no funcionar ell en dir que estar espatllat que voler si que ja no funcionar .
1735, microscopi,9,Aparell que fa que els microvi es puguin opserva de mes aprop i mes gran.,aparell que fer que el microbi ell poder observar de més a_prop i més gran .
7610, amagar,14,agafar una cosa i guardarla en un lloc perquè ningù sapiga ni descubreixi on és.,agafar un cosa i guardar ell en un lloc perquè ningú saber ni descobrir on ser .
7611, indígena,14,una persona que viu en males situacions,un persona que viure en mal situació .
7612, lleig,14,una persona que mostra la seva identitat i que alomijor per persones es dificil de veure per les seves caracteristiques del seu cos.,un persona que mostrar el_seu identitat i que potser per persona ser difícil de veure per el_seu característica del seu cos .
5030, bo,10,"Persona que es bona: t'ajuda, li tens confiança etc.","persona que ser bo : tu ajudar , ell tenir confiança etcètera"
5031, convèncer,10,"Que una persona la convencis per que faci el que vol.
ex: le convençút per anar al cinema.",que un persona ell convèncer per que fer el que voler . exemple : el haver convèncer per anar al cinema .
5032, mestre,10,"Senyor/a que t'ajuda, t'educa, t'ensenya coses noves.","senyor que tu ajudar , tu educar , tu ensenyar cosa nou ."
17, construir,10,que estas constuin una cosa.,que estar construir un cosa .
18, fastigós,10,brut,brut .
19, telescopi,10,"Es per mirar coses de
anyun.",ser per mirar cosa de lluny .
10177, complicat,15,alguna cosa dificil de fer.,algun cosa difícil de fer .
10178, estimar,15,tenir sentiments sobre un altre persona,tenir sentiment sobre un altre persona .
10179, microscopi,15,objecte que s'utilitza per mirar l'espai,objecte que es utilitzar per mirar el espai .
11685, polític,11,Persona que traballa en la llegalitat,persona que treballar en el legalitat .
7669, àrab,13,Persona d'Aràbia (que viu a Aràbia).,persona de aràbia ( que viure a aràbia ) .
7670, badar,13,"No fer les teves tasques obligatories, fer el que et bé a gana.","no fer el_teu tasca obligatori , fer el que tu venir a gana ."
7671, llunyà,13,"Alguna cosa que està lluny, alejat...","algun cosa que estar lluny , alejat ..."
7577, fugir,15,"anar-se'n d'algun lloc perquè no vols fer una cosa o
que no te la fagin.",anar ell en de algun lloc perquè no voler fer un cosa o que no tu ell fer .
7578, pesat,15,cosa o persona amb una massa elevada.,cosa o persona amb un massa elevat .
7579, volcà,15,element natural que li surt la lava quan erosiona.,element natural que ell sortir el lava quan erosionar .
7582, canviar,17,acte de donar una cosa a un altre persona,acte de donar un cosa a un altre persona .
7583, divertit,17,"persona alegre, que es fa per sentirse bé.","persona alegre , que ell fer per sentir ell bé ."
7584, helicòpter,17,"aparat volador sense rodes ni ales
i que te helices",aparat volador sense roda ni ala i que tenir hèlice .
7955, continent,14,És un conjunt de paisos.,ser un conjunt de país .
7956, culpable,14,"Algú que ha fet una cosa dolenta és culpable d'aver-lo
fet.",algú que haver fer un cosa dolent ser culpable de haver ell fer .
7957, inventar,14,"És cuan algú fa alguna cosa que ningú
ha fet avans.",ser quan algú fer algun cosa que ningú haver fer abans .
8474, llegir,14,Verb que defineix una acció.,verb que definir un acció .
8476, minúscul,14,objecte molt petit,objecte molt petit .
8905, amagar,10,"  Gurdar alguna cosa en un lugar
segur",guardar algun cosa en un lugar segur .
8907, lleig,10,que fa cara de gracios i tonto.,que fer cara de graciós i tonto .
8920, enganyar,11,"Una persona que diu mentiras
a un altre i diu una cosa i fa
un altre.",un persona que dir mentira a un altre i dir un cosa i fer un altre .
8921, espatllat,11,"Un aparell que hi ha no funcio na o
que necesita reparacions.",un aparell que ja no funcionar o que necessitar reparació .
8922, microscopi,11,"és una mena d'aparell per veure 
coses molt petites. per exemple les bac-
teries, els microbis ...","ser un mena de aparell per veure cosa molt petit . per_exemple el bacteri , el microbi ..."
2268, llegir,10,"Llegir es un acte de juntar el so de les lletres i que fagin una paraula i seguidament una frase amb sentit.
Ex. Aquest llibre que estic llegint es molt divertit.",llegir ser un acte de ajuntar el so de el lletra i que fer un paraula i seguidament un frase amb sentit . exemple aquest llibre que estar llegir ser molt divertit .
2269, mapa,10,"Un mapa es un pla on el ell està dibuixat un tros de terra o carretera per guiar-te.
Ex. aquest mapa es molt complicat.",un mapa ser un pla on el ell estar dibuixar un tros de terra o carretera per guiar tu . exemple aquest mapa ser molt complicat .
2270, minúscul,10,"Minúscul es un objecte, persona, material molt, molt petit.
Ex. Aquest gra de sorra es minúscul","minúscul ser un objecte , persona , material molt , molt petit . exemple aquest gra de sorra ser minúscul ."
3191, arribar,13,es un verb,ser un verb .
3192, avorrit,13,una qualitat de caràcter.,un qualitat de caràcter .
3193, polític,13,persona que es dedica a la política,persona que es dedicar a el política .
3441, familiar,15,Persona molt carinyosa,persona molt carinyós .
3442, illa,15,És un territori on al voltant hi ha aigua.,ser un territori on al voltant hi haver aigua .
3443, transformar,15,Convertir una coas en una altra mitjançant eines,convertir un cosa en un altre mitjançant eina .
9927, complicat,17,Difícil,difícil .
9928, estimar,17,"Sentiment d'afecte cap a una persona a la que
li has agafat molt afecte.",sentiment de afecte cap a un persona a el que ell haver agafar molt afecte .
9929, microscopi,17,Aparell que serveix per veure cél·lules,aparell que servir per veure cèl·lula
9719, complicat,12,"es un consepte que es diu
quan una cosa es dificil",ser un concepte que ell dir quan un cosa ser difícil .
9720, estimar,12,"es un sentimen que sents quan
tagrada una persona com es",ser un sentiment que sentir quan tu agradar un persona com ser .
9721, microscopi,12,"objecte que ser veix per veure
coses microscopiques",objecte que servir per veure cosa microscòpic .
10037, complicat,15,una cosa que es molt dificil.,un cosa que ser molt difícil .
10038, estimar,15,"Pensar en aquella persona molt, sentiment de una
persona a altre que es agradable","pensar en aquell persona molt , sentiment de un persona a altre que ser agradable ."
10039, microscopi,15,una cosa que es molt petita,un cosa que ser molt petit .
6125, intel·ligent,13,persona que sap raonar i pensar d'una manera adequada i demostrar-ho en algún camp científic o ***onalment.,persona que saber raonar i pensar de un manera adequat i demostrar ho en algún camp científic o ***onalment .
6126, pensar,13,acció en la que algú sensat i intel·ligent raona que és el més adequat de fer en cada moment i posar-ho en pràctica casi sempre.,acció en el que algú sensat i intel·ligent raonar què ser el més adequat de fer en cada moment i posar ho en pràctica casi sempre .
6127, univers,13,"territori infinit on s'agrupen estrelles, planetes, pols còsmics, nebuloses, constel·lacions i altres astres, per tant, un territori infinit que mes ningú descobreix el final.","territori infinit on ell agrupar estrella , planeta , pols còsmic , nebulosa , constel·lació i altre astre , per_tant , un territori infinit que més ningú descobrir el final ."
4870, cor,11,"Lo que fa fonsionar el cos, a part del cervell.","el que fer funcionar el cos , a part del cervell ."
4871, espantar-se,11,Una persona que te por.,un persona que tenir por .
4872, infantil,11,"un nen petit, una persona gran que li agraden les coses de nens petits.","un nen petit , un persona gran que ell agradar el cosa de nen petit ."
4875, bacteri,11,Cosa dolenta que entra al cos,cosa dolent que entrar al cos
4876, nadalenc,11,temps de nadal.,temps de nadal .
4877, tornar,11,anar cap un lloc que ja has anat.,anar cap un lloc que ja haver anar .
6410, bacteri,16,"Nom, es un ésser viu de la natura microscòpic que afecta a altres éssers vius","nom , ser un ésser viu de el natura microscòpic que afectar a altre ésser viu ."
6411, nadalenc,16,"adj, algu amb esperit de nadal.","adjectiu , algú amb esperit de nadal ."
6412, tornar,16,"verb, exercir alguna cosa que haguis fet una altra vegada.","verb , exercir algun cosa que haver fer un altre vegada ."
4739, amagar,9,posar-te en un lloc que no et vegin,posar tu en un lloc que no tu veure .
4740, indígena,9,una persona estranya,un persona estrany .
4741, lleig,9,no es bonic,no ser bonic .
8355, bacteri,14,organisme.,organisme .
8356, nadalenc,14,propi del nadar,propi del nadal .
8357, tornar,14,lo contrari d'anar,el contrari de anar .
